Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression Non-resistant	Expression Resistant	qValue Non-resistant vs Resistant
	328721	328011		-	-	EcE24377A_0299	hypothetical protein	0	0	1.0
	330333	328690		-	-	EcE24377A_0300	hypothetical protein	0	0	1.0
	332848	330323		-	-	EcE24377A_0301	hypothetical protein	0	0	1.0
	333542	332874		-	-	EcE24377A_0302	hypothetical protein	0	0	1.0
	334187	333600		-	matB	EcE24377A_0303	fimbrillin MatB	0	0	1.0
	334852	334262		-	matA	EcE24377A_0304	fimbrillin MatA	0	0	1.0
	335145	335050		-	-	EcE24377A_0305	hypothetical protein	0	0	1.0
	336029	335889		-	rpmJ	EcE24377A_0306	50S ribosomal protein L36	0	0	1.0
	336295	336029		-	rpmE2	EcE24377A_0307	50S ribosomal protein L31	0	0	1.0
	336456	336548		+	-	EcE24377A_0308	hypothetical protein	0	0	1.0
	336757	336656		-	-	EcE24377A_0309	hypothetical protein	0	0	1.0
	336725	336838		+	-	EcE24377A_0310	hypothetical protein	0	0	1.0
	337974	337864		-	-	EcE24377A_0311	hypothetical protein	0	0	1.0
	337935	342125		+	-	EcE24377A_0312	EaeH	0	0	1.0
	343103	342246		-	-	EcE24377A_0313	AraC family transcriptional regulator	0	0	1.0
	343352	344221		+	-	EcE24377A_0314	aldo/keto reductase	0	0	1.0
	344974	344381		-	-	EcE24377A_0315	hypothetical protein	0	0	1.0
344931			345030	+	-	predicted RNA	antisense: EcE24377A_0316 EcE24377A_0315	0	1000	1.0
345222	345222	344986	344986	-	-	EcE24377A_0316	hypothetical protein	0	421	1.0
	346656	345331		-	-	EcE24377A_0318	pyridine nucleotide-disulfide oxidoreductase	0	75	1.0
346289			346388	+	-	predicted RNA	antisense: EcE24377A_0318	0	1000	1.0
	346736	346828		+	-	EcE24377A_0319	hypothetical protein	0	0	1.0
	346882	347736		+	-	EcE24377A_0320	AraC family transcriptional regulator	0	0	1.0
	348263	348982		+	-	EcE24377A_0321	hypothetical protein	0	0	1.0
	348993	350420		+	-	EcE24377A_0322	iron-sulfur cluster binding protein	0	0	1.0
	350413	351108	351108	+	-	EcE24377A_0323	hypothetical protein	0	143	1.0
350961			350862	-	-	predicted RNA	antisense: EcE24377A_0323	0	1000	1.0
	351379	351182		-	-	EcE24377A_0324	hypothetical protein	0	0	1.0
	352019	351351		-	-	EcE24377A_0325	hypothetical protein	0	0	1.0
	353902	352232		-	betA	EcE24377A_0326	choline dehydrogenase	0	0	1.0
	355388	353916		-	betB	EcE24377A_0327	betaine aldehyde dehydrogenase	0	0	1.0
	355989	355402		-	betI	EcE24377A_0328	transcriptional regulator BetI	0	0	1.0
355913			356005	+	-	predicted RNA	antisense: betI	0	1000	0.0
	356127	356402		+	-	EcE24377A_0329	IS1, transposase orfA	0	0	1.0
	356321	356824		+	-	EcE24377A_0330	IS1, transposase orfB	0	0	1.0
	356894	358927		+	betT	EcE24377A_0331	choline transport protein BetT	0	0	1.0
357075			356976	-	-	predicted RNA	antisense: betT	0	1000	1.0
	359500	363483		+	-	EcE24377A_0332	outer membrane autotransporter	0	0	1.0
	363625	364713		+	-	EcE24377A_0333	LuxR family transcriptional regulator	0	0	1.0
	365687	364755		-	-	EcE24377A_0334	LysR family transcriptional regulator	0	79	0.0
365713			365688	-	-	predicted RNA	-	0	1000	0.0
365311			365410	+	-	predicted RNA	antisense: EcE24377A_0334	0	1000	1.0
	366276	365779		-	-	EcE24377A_0335	hypothetical protein	0	0	1.0
	366353	366586		+	-	EcE24377A_0336	hypothetical protein	0	0	1.0
	366534	367139		+	-	EcE24377A_0337	ankyrin repeat-containing protein	0	0	1.0
	367179	368042		+	-	EcE24377A_0338	hypothetical protein	0	0	1.0
	368032	369579		+	-	EcE24377A_0339	acyl-CoA synthetase	0	0	1.0
	369579	370997		+	-	EcE24377A_0340	hypothetical protein	0	0	1.0
	371140	372090		+	-	EcE24377A_0341	carbamate kinase	0	0	1.0
	372238	373482		+	-	EcE24377A_0342	deaminase	0	0	1.0
	373751	374191		+	-	EcE24377A_0343	hypothetical protein	0	0	1.0
	374320	374219		-	-	EcE24377A_0344	hypothetical protein	0	0	1.0
	374445	375428		+	-	EcE24377A_0345	sugar ABC transporter periplasmic sugar-binding protein	0	0	1.0
	375477	376961		+	-	EcE24377A_0346	sugar ABC transporter ATP-binding protein	0	0	1.0
	376954	377925		+	-	EcE24377A_0347	sugar ABC transporter permease	0	0	1.0
	377922	378878		+	-	EcE24377A_0348	sugar ABC transporter permease	0	0	1.0
	378965	380014		+	-	EcE24377A_0349	zinc-binding dehydrogenase oxidoreductase	0	0	1.0
	380257	381072		+	-	EcE24377A_0350	hypothetical protein	0	0	1.0
381414			381494	+	-	EcE24377A_5012	Xaa tRNA	0	0	1.0
382393	382393	381746	381746	-	-	EcE24377A_0352	homoserine/threonine efflux protein	0	152	1.0
	382564	382839		+	-	EcE24377A_0353	hypothetical protein	0	0	1.0
	384523	382937		-	prpR	EcE24377A_0354	propionate catabolism operon regulatory protein PrpR	0	0	1.0
	384584	384682		+	-	EcE24377A_0355	hypothetical protein	0	0	1.0
	384761	385651		+	prpB	EcE24377A_0356	2-methylisocitrate lyase	0	0	1.0
	385696	386865		+	prpC	EcE24377A_0357	methylcitrate synthase	0	0	1.0
	386899	388350		+	prpD	EcE24377A_0358	2-methylcitrate dehydratase	0	0	1.0
	388390	390276		+	prpE	EcE24377A_0359	propionyl-CoA synthetase	0	0	1.0
390513	390513	391772		+	codB	EcE24377A_0360	cytosine permease	66	0	0.0
	391762	393045		+	codA	EcE24377A_0361	cytosine deaminase	0	0	1.0
	393984	393085		-	cynR	EcE24377A_0362	DNA-binding transcriptional regulator CynR	0	0	1.0
	393907	394002		+	-	EcE24377A_0363	hypothetical protein	0	0	1.0
	394094	394753		+	cynT	EcE24377A_0364	carbonic anhydrase	0	0	1.0
	394784	395254		+	cynS	EcE24377A_0365	cyanate hydratase	0	0	1.0
	395287	396441		+	cynX	EcE24377A_0366	cyanate transporter	0	0	1.0
	397773	396520		-	lacY	EcE24377A_0367	galactoside permease	0	0	1.0
	400899	397825		-	lacZ	EcE24377A_0368	beta-D-galactosidase	0	0	1.0
	402113	401022		-	lacI	EcE24377A_0369	lac repressor	0	0	1.0
	403128	402181		-	mhpR	EcE24377A_0370	DNA-binding transcriptional activator MhpR	0	0	1.0
	403205	404869		+	mhpA	EcE24377A_0371	3-(3-hydroxyphenyl)propionate hydroxylase	0	0	1.0
	404871	405815		+	mhpB	EcE24377A_0372	3-(2,3-dihydroxyphenyl)propionate dioxygenase	0	0	1.0
	405818	406699		+	mhpC	EcE24377A_0373	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase	0	0	1.0
	406709	407518		+	mhpD	EcE24377A_0374	2-keto-4-pentenoate hydratase	0	0	1.0
	407515	408465		+	mhpF	EcE24377A_0375	acetaldehyde dehydrogenase	0	0	1.0
	408462	409475		+	mhpE	EcE24377A_0376	4-hydroxy-2-ketovalerate aldolase	0	0	1.0
	409651	410862		+	-	EcE24377A_0377	3-hydroxyphenylpropionic transporter MhpT	0	0	1.0
	410964	411503		+	-	EcE24377A_0378	hypothetical protein	0	0	1.0
	411525	411632		+	-	EcE24377A_0379	hypothetical protein	0	0	1.0
	412562	411729		-	fghA1	EcE24377A_0380	S-formylglutathione hydrolase	0	0	1.0
	413764	412655		-	-	EcE24377A_0381	alcohol dehydrogenase	0	0	1.0
	414074	413799		-	-	EcE24377A_0382	regulator protein FrmR	0	0	1.0
	415033	414260		-	-	EcE24377A_0383	hypothetical protein	0	0	1.0
	415475	415035		-	-	EcE24377A_0384	acyltransferase	0	0	1.0
	416790	415594		-	-	EcE24377A_0385	glycosyl transferase family protein	0	0	1.0
	417471	416800		-	-	EcE24377A_0386	GlcNAc-PI de-N-acetylase	0	0	1.0
	417643	417750		+	-	EcE24377A_0387	hypothetical protein	0	0	1.0
	418133	417909		-	-	EcE24377A_0388	hypothetical protein	0	0	1.0
	418087	419049		+	tauA	EcE24377A_0389	taurine transporter substrate binding subunit	0	0	1.0
	419825	420652		+	tauC	EcE24377A_0391	taurine transporter subunit	0	0	1.0
	420649	421500		+	tauD	EcE24377A_0392	taurine dioxygenase	0	0	1.0
	422632	421658		-	hemB	EcE24377A_0393	delta-aminolevulinic acid dehydratase	0	0	1.0
	424243	423338		-	-	EcE24377A_0394	insertion element IS2 transposase InsD	0	0	1.0
	424566	424201		-	-	EcE24377A_0395	insertion sequence 2 OrfA protein	0	0	1.0
	424630	427398		+	-	EcE24377A_0396	outer membrane autotransporter	0	0	1.0
426034			425938	-	-	predicted RNA	antisense: EcE24377A_0396	0	1000	0.0
	427486	428109		+	-	EcE24377A_0397	DNA-binding transcriptional regulator	0	0	1.0
	429267	428110		-	ampH	EcE24377A_0398	beta-lactam binding protein AmpH	0	0	1.0
	429414	429313		-	-	EcE24377A_0399	hypothetical protein	0	0	1.0
	429405	429599		+	-	EcE24377A_0400	hypothetical protein	0	0	1.0
	429619	430839		+	smbA	EcE24377A_0401	transporter	0	0	1.0
	430852	431946		+	-	EcE24377A_0402	lipoprotein	0	0	1.0
	432051	431947		-	-	EcE24377A_0403	hypothetical protein	0	0	1.0
	432313	432005		-	-	EcE24377A_0404	hypothetical protein	0	0	1.0
	432441	432785		+	-	EcE24377A_0405	hypothetical protein	0	0	1.0
	433903	432809		-	ddl	EcE24377A_0406	D-alanyl-alanine synthetase A	0	0	1.0
	433984	434184		+	-	EcE24377A_0407	hypothetical protein	0	0	1.0
	434207	434320		+	-	EcE24377A_0408	hypothetical protein	0	0	1.0
	434366	434626		+	-	EcE24377A_0409	hypothetical protein	0	0	1.0
	434727	436142		+	phoA	EcE24377A_0410	alkaline phosphatase	0	0	1.0
	436261	436581		+	psiF	EcE24377A_0411	hypothetical protein	0	0	1.0
	436683	437798		+	adrA	EcE24377A_0412	diguanylate cyclase AdrA	0	0	1.0
	438624	437815		-	proC	EcE24377A_0413	pyrroline-5-carboxylate reductase	0	0	1.0
	438744	439202		+	-	EcE24377A_0414	hypothetical protein	0	0	1.0
	439385	439909		+	aroL	EcE24377A_0415	shikimate kinase	0	0	1.0
	439959	440150		+	-	EcE24377A_0416	hypothetical protein	0	0	1.0
	440408	441085		+	aroM	EcE24377A_0417	hypothetical protein	0	0	1.0
	441157	441441		+	-	EcE24377A_0418	hypothetical protein	0	0	1.0
	441649	441930		+	-	EcE24377A_0419	hypothetical protein	0	0	1.0
	442999	442088		-	rdgC	EcE24377A_0420	recombination associated protein	0	0	1.0
	443124	444032		+	mak	EcE24377A_0421	fructokinase	0	0	1.0
	444011	444151		+	-	EcE24377A_0422	hypothetical protein	0	0	1.0
	445443	444175		-	araJ	EcE24377A_0423	MFS transport protein AraJ	0	78	1.0
444693			444792	+	-	predicted RNA	antisense: araJ	0	1000	1.0
	448628	445485		-	sbcC	EcE24377A_0424	exonuclease SbcC	0	0	1.0
	449827	448625		-	sbcD	EcE24377A_0425	exonuclease SbcD	0	0	1.0
	449813	449944		+	-	EcE24377A_0426	hypothetical protein	0	0	1.0
	450017	450706		+	phoB	EcE24377A_0427	transcriptional regulator PhoB	0	0	1.0
	450764	452059		+	phoR	EcE24377A_0428	phosphate regulon sensor protein	0	0	1.0
	452180	452070		-	-	EcE24377A_0429	hypothetical protein	0	0	1.0
	452421	452272		-	-	EcE24377A_0430	hypothetical protein	0	0	1.0
452466	452466	453785	453785	+	brnQ	EcE24377A_0431	branched-chain amino acid transport system II carrier protein	31	0	0.0
	453861	455234		+	proY	EcE24377A_0432	proline-specific permease	0	0	1.0
	455390	457207		+	malZ	EcE24377A_0433	maltodextrin glucosidase	0	0	1.0
	457793	457212		-	acpH	EcE24377A_0434	ACP phosphodieterase	0	0	1.0
464003			457794	-	-	predicted RNA	antisense: tgt secF queA secD EcE24377A_0440 yajC EcE24377A_0441	6	16	1.0
	457886	458956		+	queA	EcE24377A_0435	S-adenosylmethionine--tRNA ribosyltransferase-isomerase	0	0	1.0
459012	459012	460139	460139	+	tgt	EcE24377A_0436	queuine tRNA-ribosyltransferase	36	0	0.0
	460162	460494		+	yajC	EcE24377A_0437	preprotein translocase subunit YajC	0	0	1.0
	460522	462369		+	secD	EcE24377A_0438	preprotein translocase subunit SecD	0	0	1.0
	462380	463351		+	secF	EcE24377A_0439	preprotein translocase subunit SecF	0	0	1.0
463473	463480	463827	463827	+	-	EcE24377A_0440	hypothetical protein	0	267	0.0
	463841	463963		+	-	EcE24377A_0441	hypothetical protein	0	0	1.0
	464888	464004		-	tsx	EcE24377A_0442	nucleoside-specific channel-forming protein	0	0	1.0
	465726	465187		-	-	EcE24377A_0443	hypothetical protein	0	0	1.0
	465877	466326		+	nrdR	EcE24377A_0444	transcriptional regulator NrdR	0	0	1.0
	466330	467433		+	ribD	EcE24377A_0445	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase	0	0	1.0
	467522	467992		+	ribH	EcE24377A_0446	6,7-dimethyl-8-ribityllumazine synthase	0	0	1.0
	468012	468431		+	nusB	EcE24377A_0447	transcription antitermination protein NusB	0	0	1.0
	468509	469486		+	thiL	EcE24377A_0448	thiamine monophosphate kinase	0	0	1.0
	469464	469982		+	pgpA	EcE24377A_0449	phosphatidylglycerophosphatase A	0	0	1.0
	471010	470036		-	-	EcE24377A_0450	aldo/keto reductase	0	0	1.0
	473052	471190		-	dxs	EcE24377A_0451	1-deoxy-D-xylulose-5-phosphate synthase	0	0	1.0
	473976	473077		-	ispA	EcE24377A_0452	geranyltranstransferase	0	0	1.0
	474218	473976		-	xseB	EcE24377A_0453	exodeoxyribonuclease VII small subunit	0	0	1.0
	474306	474398		+	-	EcE24377A_0454	hypothetical protein	0	0	1.0
	474424	475872		+	thiI	EcE24377A_0455	thiamine biosynthesis protein ThiI	0	0	1.0
	476516	475926		-	thiJ	EcE24377A_0456	DJ-1 family protein	0	0	1.0
	477390	476479		-	panE	EcE24377A_0457	2-dehydropantoate 2-reductase	0	0	1.0
	477558	478049		+	-	EcE24377A_0458	nucleotide-binding protein	0	0	1.0
	479541	478177		-	-	EcE24377A_0459	major facilitator transporter	0	0	1.0
	479889	480884		+	-	EcE24377A_0460	hypothetical protein	0	0	1.0
	481482	480940		-	-	EcE24377A_0461	acetyltransferase	0	0	1.0
	481825	481466		-	-	EcE24377A_0462	hypothetical protein	0	0	1.0
	482852	481962		-	cyoE	EcE24377A_0463	protoheme IX farnesyltransferase	0	0	1.0
	483193	482864		-	cyoD	EcE24377A_0464	cytochrome o ubiquinol oxidase subunit IV	0	0	1.0
	483807	483193		-	cyoC	EcE24377A_0465	cytochrome o ubiquinol oxidase subunit III	0	0	1.0
485788	485788	483797		-	cyoB	EcE24377A_0466	cytochrome o ubiquinol oxidase subunit I	62	0	0.0
484816			485029	+	-	predicted RNA	antisense: cyoB	386	0	0.0
	486757	485810		-	cyoA	EcE24377A_0467	cytochrome o ubiquinol oxidase subunit II	0	0	1.0
	488693	487218		-	ampG	EcE24377A_0468	muropeptide transporter	0	0	1.0
	489315	488737		-	-	EcE24377A_0469	hypothetical protein	0	0	1.0
	489620	489937		+	-	EcE24377A_0470	transcriptional regulator BolA	0	0	1.0
	489946	490134		+	-	EcE24377A_0471	hypothetical protein	0	0	1.0
	490281	491579		+	tig	EcE24377A_0472	trigger factor	0	0	1.0
	491825	492448		+	clpP	EcE24377A_0473	ATP-dependent Clp protease proteolytic subunit	0	0	1.0
	492574	493848		+	clpX	EcE24377A_0474	ATP-dependent protease ATP-binding subunit ClpX	0	0	1.0
493849			493997	+	-	predicted RNA	-	277	0	0.0
	494036	496390		+	lon	EcE24377A_0475	DNA-binding ATP-dependent protease La	17	0	0.0
496577			496598	+	-	predicted RNA	-	277	0	0.0
494082			493933	-	-	predicted RNA	antisense: lon	277	0	0.0
	496599	496871	496871	+	hupB	EcE24377A_0476	transcriptional regulator HU subunit beta	130	0	0.0
496863			496714	-	-	predicted RNA	antisense: hupB	277	0	0.0
	497063	498934		+	ppiD	EcE24377A_0477	peptidyl-prolyl cis-trans isomerase	0	0	1.0
499085	499085	499456	499497	+	-	EcE24377A_0478	competence protein ComEA	0	158	0.0
	499550	499948		+	-	EcE24377A_0479	thioesterase	0	0	1.0
499746			499649	-	-	predicted RNA	antisense: EcE24377A_0479	0	1000	0.0
	500695	500000		-	queC	EcE24377A_0480	queuosine biosynthesis protein QueC	0	0	1.0
	502460	500760		-	-	EcE24377A_0481	solute-binding family 5 protein	0	0	1.0
502560	502560	503378	503378	+	cof	EcE24377A_0482	hydrolase Cof	0	122	1.0
	503531	503989		+	-	EcE24377A_0483	AsnC family transcriptional regulator	0	0	1.0
	504019	505791		+	mdlA	EcE24377A_0484	multidrug transporter membrane\ATP-binding components	0	0	1.0
	505784	507565		+	mdlB	EcE24377A_0485	multidrug transporter membrane\ATP-binding components	0	0	1.0
507723	507746	508084	508084	+	glnK	EcE24377A_0486	nitrogen regulatory protein P-II 2	0	227	0.0
508094			507995	-	-	predicted RNA	antisense: glnK	0	1000	1.0
	508114	509400		+	amt	EcE24377A_0487	ammonium transporter	0	0	1.0
	510308	509448		-	tesB	EcE24377A_0488	acyl-CoA thioesterase	0	0	1.0
	510526	511098		+	-	EcE24377A_0489	lipoprotein	0	0	1.0
	511518	511129		-	-	EcE24377A_0490	methylated-DNA-[protein]-cysteine S-methyltransferase	0	0	1.0
	511819	512172		+	-	EcE24377A_0491	hypothetical protein	0	0	1.0
	513770	512214		-	-	EcE24377A_0492	cyclic diguanylate phosphodiesterase domain-containing protein	0	0	1.0
	514437	513928		-	-	EcE24377A_0493	hypothetical protein	0	0	1.0
	515065	514514		-	maa	EcE24377A_0494	maltose O-acetyltransferase	0	0	1.0
	515855	515481		-	-	EcE24377A_0495	hypothetical protein	0	0	1.0
	519550	516401		-	-	EcE24377A_0496	acriflavine resistance protein B	0	0	1.0
	520766	519573		-	acrA	EcE24377A_0497	acriflavine resistance protein A	0	0	1.0
	520908	521555		+	acrR	EcE24377A_0498	DNA-binding transcriptional repressor AcrR	0	0	1.0
	521637	521801		+	-	EcE24377A_0499	hypothetical protein	0	0	1.0
	521683	525045		+	kefA	EcE24377A_0500	potassium efflux protein KefA	0	0	1.0
	525091	525240		+	-	EcE24377A_0501	hypothetical protein	0	0	1.0
	525418	525257		-	-	EcE24377A_0502	hypothetical protein	0	0	1.0
	525959	525432		-	priC	EcE24377A_0503	primosomal replication protein N''	0	0	1.0
	526029	526406		+	-	EcE24377A_0504	hypothetical protein	0	0	1.0
	526381	526491		+	-	EcE24377A_0505	hypothetical protein	0	0	1.0
	526559	527110		+	apt	EcE24377A_0506	adenine phosphoribosyltransferase	0	0	1.0
	527239	529170		+	dnaX	EcE24377A_0507	DNA polymerase III subunits gamma and tau	0	0	1.0
	529576	529199		-	-	EcE24377A_0508	hypothetical protein	0	0	1.0
	529223	529552		+	-	EcE24377A_0509	hypothetical protein	0	0	1.0
	529552	530157		+	recR	EcE24377A_0510	recombination protein RecR	0	0	1.0
	530267	532141		+	htpG	EcE24377A_0511	heat shock protein 90	0	0	1.0
	532322	532966		+	adk	EcE24377A_0513	adenylate kinase	0	0	1.0
	533202	534164		+	hemH	EcE24377A_0515	ferrochelatase	0	0	1.0
	535120	534161		-	aes	EcE24377A_0514	acetyl esterase	0	0	1.0
	535272	536576		+	gsk	EcE24377A_0516	inosine-guanosine kinase	0	0	1.0
538385	538385	536709	536709	-	-	EcE24377A_0517	cation:proton antiport protein	49	0	0.0
537145			537293	+	-	predicted RNA	antisense: EcE24377A_0517	555	0	0.0
539843	539843	538623	538623	-	fsr	EcE24377A_0518	fosmidomycin resistance protein	0	12930	1.0
538878			539158	+	-	predicted RNA	antisense: fsr	0	56911	1.0
	540061	541713		+	ushA	EcE24377A_0519	bifunctional UDP-sugar hydrolase/5'-nucleotidase periplasmic	0	0	1.0
542229	542229	541750	541750	-	-	EcE24377A_0520	hypothetical protein	0	416	0.0
541813			541940	+	-	predicted RNA	antisense: EcE24377A_0520	0	1562	0.0
	543227	542433		-	-	EcE24377A_0521	GumN family protein	0	0	1.0
	543311	543706		+	-	EcE24377A_0522	addiction module antidote protein	0	0	1.0
	546324	543820		-	copA	EcE24377A_0523	copper exporting ATPase	0	0	1.0
	546586	547518		+	glsA1	EcE24377A_0524	glutaminase	0	0	1.0
	547521	548813		+	-	EcE24377A_0525	amino acid permease	0	0	1.0
	548938	549345		+	cueR	EcE24377A_0526	DNA-binding transcriptional regulator CueR	0	0	1.0
	549804	549346		-	-	EcE24377A_0527	nodulation efficiency family protein	0	0	1.0
	550718	549801		-	-	EcE24377A_0528	hypothetical protein	0	0	1.0
	550864	551541		+	-	EcE24377A_0529	ABC transporter ATP-binding protein	0	0	1.0
	551528	552307		+	-	EcE24377A_0530	hypothetical protein	0	0	1.0
	553224	552370		-	ybbN	EcE24377A_0531	protein YbbN	0	0	1.0
	554094	553285	553285	-	-	EcE24377A_0532	short chain dehydrogenase	0	123	1.0
553462			553561	+	-	predicted RNA	antisense: EcE24377A_0532	0	1000	1.0
	554740	554084		-	tesA	EcE24377A_0533	multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1	0	0	1.0
	554678	555364		+	-	EcE24377A_0534	ABC transporter ATP-binding protein	0	0	1.0
	555361	557775		+	-	EcE24377A_0535	ABC transporter permease	0	0	1.0
	558205	562494		+	-	EcE24377A_0536	RhsD protein	0	0	1.0
	562534	562902		+	-	EcE24377A_0537	lipoprotein	0	0	1.0
	562902	563612		+	-	EcE24377A_0538	Rhs domain-containing protein	0	0	1.0
	566181	565087		-	selU	EcE24377A_0540	tRNA 2-selenouridine synthase	0	0	1.0
	567176	566250		-	-	EcE24377A_0541	DNA-binding transcriptional activator AllS	0	0	1.0
	567406	567888		+	allA	EcE24377A_0542	ureidoglycolate hydrolase	0	0	1.0
	567966	568781		+	allR	EcE24377A_0543	DNA-binding transcriptional repressor AllR	0	0	1.0
	568871	570652		+	gcl	EcE24377A_0544	glyoxylate carboligase	0	0	1.0
	570665	571441		+	hyi	EcE24377A_0545	hydroxypyruvate isomerase	0	0	1.0
	571541	572419		+	-	EcE24377A_0546	2-hydroxy-3-oxopropionate reductase	0	0	1.0
	572588	574042		+	-	EcE24377A_0547	allantoin permease	0	0	1.0
	574102	575463		+	allB	EcE24377A_0548	allantoinase	0	0	1.0
	575520	576821		+	-	EcE24377A_0550	purine permease YbbY	0	0	1.0
	576574	576482		-	-	EcE24377A_0549	hypothetical protein	0	0	1.0
	576843	577988		+	-	EcE24377A_0551	glycerate kinase	0	0	1.0
	578047	578187		+	-	EcE24377A_0552	hypothetical protein	0	0	1.0
	579001	578216		-	-	EcE24377A_0553	hypothetical protein	0	0	1.0
	580247	579012		-	allC	EcE24377A_0554	allantoate amidohydrolase	0	0	1.0
	581318	580269		-	allD	EcE24377A_0555	ureidoglycolate dehydrogenase	0	95	1.0
580728			580827	+	-	predicted RNA	antisense: allD	0	1000	1.0
	581635	583302		+	-	EcE24377A_0556	membrane protein FdrA	0	0	1.0
	583312	584571		+	-	EcE24377A_0557	hypothetical protein	0	0	1.0
	584582	585397		+	-	EcE24377A_0558	hypothetical protein	0	0	1.0
	585394	586287		+	arcC	EcE24377A_0559	carbamate kinase	0	0	1.0
	586324	586431		+	-	EcE24377A_0561	hypothetical protein	0	0	1.0
	587491	586424		-	purK	EcE24377A_0560	phosphoribosylaminoimidazole carboxylase ATPase subunit	0	0	1.0
	587997	587488		-	purE	EcE24377A_0562	phosphoribosylaminoimidazole carboxylase catalytic subunit	0	0	1.0
	588837	588115		-	lpxH	EcE24377A_0563	UDP-2,3-diacylglucosamine hydrolase	0	0	1.0
	589334	588840		-	ppiB	EcE24377A_0564	peptidyl-prolyl cis-trans isomerase B	0	0	1.0
	589508	590893		+	cysS	EcE24377A_0566	cysteinyl-tRNA synthetase	0	0	1.0
	591450	590929		-	-	EcE24377A_0567	hypothetical protein	0	0	1.0
	591770	591558		-	-	EcE24377A_0569	hypothetical protein	0	0	1.0
	592638	591772		-	folD	EcE24377A_0570	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	0	0	1.0
	593119	593661		+	-	EcE24377A_0571	type-1 fimbrial protein	0	0	1.0
	593757	593891		+	-	EcE24377A_0572	hypothetical protein	0	0	1.0
	593881	594573		+	fimC	EcE24377A_0573	chaperone protein FimC	0	0	1.0
595663			595762	+	-	predicted RNA	-	0	1000	1.0
596003			595904	-	-	predicted RNA	-	0	1000	1.0
	597067	597228		+	-	EcE24377A_0575	hypothetical protein	0	0	1.0
